"ID","X","Y","Z"
364,3697.636,5579.133,3945.5
364,3703.778,5559.148,3945.5
364,3716.955,5567.893,3945.5
364,3728.308,5579.476,3945.5
364,3739.347,5571.52,3945.5
365,3517.858,5158.427,3990.5
365,3535.932,5175.708,3990.5
365,3546.881,5165.474,3990.5
365,3528.821,5147.377,3990.5
366,3470.583,5170.536,3990.5
366,3475.979,5165.31,3990.5
366,3471.35,5149.316,3990.5
366,3462.071,5157.705,3990.5
367,3900.33,5484.532,3960.5
367,3915.326,5506.417,3960.5
367,3916.559,5505.5,3960.5
367,3901.852,5483.833,3960.5
368,3517.858,5158.427,3990.5
368,3537.078,5176.804,3990.5
368,3546.609,5186.335,3990.5
368,3535.856,5197.087,3990.5
368,3507.657,5168.677,3990.5
369,2581.528,5412.235,4560.5
369,2582.939,5398.572,4560.5
369,2616.663,5408.935,4560.5
369,2627.547,5405.949,4560.5
369,2650.161,5413.524,4560.5
369,2638.106,5411.79,4560.5
369,2631.89,5423.463,4560.5
369,2635.974,5431.339,4560.5
369,2622.573,5467.867,4560.5
369,2623.467,5479.028,4560.5
369,2618.077,5480.121,4560.5
370,4562.817,6093.241,4275.5
370,4597.711,6057.027,4275.5
370,4677.097,5941.873,4275.5
370,4676.77,5936.183,4275.5
370,4666.843,5945.459,4275.5
370,4655.432,5963.594,4275.5
370,4635.684,5991.954,4275.5
370,4624.286,6011.042,4275.5
370,4586.207,6061.962,4275.5
370,4558.848,6089.258,4275.5
371,3180.447,5031.224,4050.5
371,3260.684,5148.075,4050.5
371,3294.238,5125.056,4050.5
371,3204.646,5027.754,4050.5
372,3917.645,5771.125,3945.5
372,3903.79,5759.994,3945.5
372,3909.152,5750.276,3945.5
372,3923.647,5720.036,3945.5
372,3959.205,5727.281,3945.5
372,3937.518,5748.696,3945.5
372,3948.935,5761.019,3945.5
372,3955.562,5754.859,3945.5
372,3964.641,5761.464,3945.5
