"EAST","NORTH","ELEV","AREA","CU","ZN","MO","FE"
3871.87,5762.66,3945.5,344,2.02,0.17,0.062,13.65
3875.4,5759.13,3945.5,344,1.92,0.1,0.077,13.28
3914.29,5720.24,3945.5,412,2.84,0.19,0.034,15.22
3917.83,5716.7,3945.5,412,2.83,0.14,0.034,14.31
3921.37,5713.17,3945.5,412,2.35,0.21,0.033,14.17
3924.9,5709.63,3945.5,412,2.04,0.27,0.031,15.08
3928.44,5706.1,3945.5,412,2.23,0.53,0.029,14.83
3931.97,5702.56,3945.5,412,2.6,0.18,0.034,13.17
3935.51,5699.02,3945.5,109,2.76,0.23,0.041,10.61
3939.04,5695.49,3945.5,109,2.48,0.1,0.047,9.85
3942.58,5691.95,3945.5,31,2.33,0.1,0.051,8.71
3946.11,5688.42,3945.5,31,2.43,0.12,0.05,9.82
3949.65,5684.88,3945.5,31,2.7,0.2,0.045,10.73
3953.19,5681.35,3945.5,31,3.01,0.32,0.036,11.45
3956.72,5677.81,3945.5,31,3.13,0.32,0.035,11
3960.26,5674.28,3945.5,31,3.3,0.33,0.036,12.29
3963.79,5670.74,3945.5,31,3.41,0.42,0.036,12.76
3967.33,5667.2,3945.5,31,3.37,0.43,0.036,12.25
3970.86,5663.67,3945.5,31,3.06,0.55,0.039,10.92
3974.4,5660.13,3945.5,31,2.94,0.66,0.043,8.28
3977.93,5656.6,3945.5,31,2.82,0.61,0.043,8.11
3981.47,5653.06,3945.5,31,2.92,0.51,0.045,8.17
3847.12,5794.48,3945.5,481,1.51,0.14,0.026,15.79
3850.65,5790.95,3945.5,481,1.32,0.14,0.026,16.31
3854.19,5787.41,3945.5,481,1.33,0.12,0.028,13.99
3857.73,5783.88,3945.5,481,1.31,0.11,0.027,14.16
3861.26,5780.34,3945.5,481,1.61,0.11,0.03,14.35
3864.8,5776.81,3945.5,19,1.88,0.12,0.035,13.94
3868.33,5773.27,3945.5,19,1.91,0.13,0.039,14.07
3871.87,5769.73,3945.5,19,1.85,0.15,0.048,12.6
3875.4,5766.2,3945.5,19,1.83,0.12,0.065,12.8
3878.94,5762.66,3945.5,344,1.88,0.11,0.077,12.66
3882.47,5759.13,3945.5,344,2.05,0.15,0.077,12.17
3886.01,5755.59,3945.5,344,2.05,0.23,0.069,11.97
3914.29,5727.31,3945.5,412,2.11,0.1,0.028,14.85
3917.83,5723.77,3945.5,412,2.42,0.37,0.028,14.92
3921.37,5720.24,3945.5,412,2.38,0.23,0.03,14.18
3924.9,5716.7,3945.5,412,1.88,0.19,0.031,13.88
3928.44,5713.17,3945.5,412,1.69,0.19,0.031,13.81
3931.97,5709.63,3945.5,412,2.08,0.21,0.031,14.88
3935.51,5706.1,3945.5,412,2.59,0.18,0.035,12.34
3939.04,5702.56,3945.5,412,2.52,0.15,0.041,12.67
3942.58,5699.02,3945.5,412,2.15,0.11,0.048,8.85
3946.11,5695.49,3945.5,412,2.02,0.07,0.053,8.57
3949.65,5691.95,3945.5,412,2.23,0.11,0.053,9.42
3953.19,5688.42,3945.5,31,2.67,0.17,0.048,11.42
3956.72,5684.88,3945.5,31,2.83,0.2,0.043,11.35
3960.26,5681.35,3945.5,31,2.67,0.2,0.04,7.98
3963.79,5677.81,3945.5,31,2.86,0.23,0.04,11.25
3967.33,5674.28,3945.5,31,3.24,0.25,0.039,13.54
3970.86,5670.74,3945.5,31,3.49,0.3,0.041,13.97
3974.4,5667.2,3945.5,31,3.62,0.29,0.038,11.95
3977.93,5663.67,3945.5,31,3.3,0.28,0.04,9.13
3981.47,5660.13,3945.5,31,3.07,0.34,0.043,9.01
3985.01,5656.6,3945.5,31,3.03,0.4,0.044,8.85
3854.19,5794.48,3945.5,19,1.21,0.1,0.031,13.24
3857.73,5790.95,3945.5,19,1.16,0.09,0.032,13.19
3861.26,5787.41,3945.5,19,1.24,0.09,0.039,13.05
3864.8,5783.88,3945.5,19,1.54,0.1,0.049,12.68
3868.33,5780.34,3945.5,19,1.88,0.11,0.045,13.69
3871.87,5776.81,3945.5,19,1.74,0.1,0.047,12.94
3875.4,5773.27,3945.5,19,1.49,0.1,0.056,12.09
3878.94,5769.73,3945.5,19,1.54,0.11,0.073,11.17
3882.47,5766.2,3945.5,19,1.78,0.11,0.074,11.77
3886.01,5762.66,3945.5,344,1.83,0.14,0.073,11.6
3889.55,5759.13,3945.5,344,1.77,0.13,0.064,9.55
3893.08,5755.59,3945.5,344,1.72,0.13,0.071,11.22
3896.62,5752.06,3945.5,344,1.47,0.07,0.083,10.26
3910.76,5737.92,3945.5,412,2.18,0.08,0.033,14.32
3914.29,5734.38,3945.5,412,2.06,0.08,0.031,14.22
3917.83,5730.84,3945.5,412,1.76,0.18,0.024,15.45
3921.37,5727.31,3945.5,372,1.82,0.33,0.024,14.42
3924.9,5723.77,3945.5,372,1.71,0.32,0.028,12.96
3928.44,5720.24,3945.5,412,1.57,0.25,0.032,13.05
3931.97,5716.7,3945.5,412,1.52,0.19,0.03,13.06
3935.51,5713.17,3945.5,412,1.81,0.16,0.031,11.79
3939.04,5709.63,3945.5,412,2.27,0.17,0.031,13.17
3942.58,5706.1,3945.5,412,2.1,0.16,0.033,14.4
3946.11,5702.56,3945.5,412,2,0.12,0.041,11.06
3949.65,5699.02,3945.5,412,1.94,0.07,0.049,9.2
3953.19,5695.49,3945.5,412,2,0.06,0.053,7.89
3956.72,5691.95,3945.5,412,2.39,0.08,0.054,9.02
3960.26,5688.42,3945.5,412,2.65,0.1,0.054,10.8
3963.79,5684.88,3945.5,412,2.58,0.11,0.055,9.46
3967.33,5681.35,3945.5,412,2.81,0.17,0.048,11.46
3970.86,5677.81,3945.5,412,3.15,0.16,0.045,13.5
3974.4,5674.28,3945.5,412,3.62,0.15,0.045,14.17
3977.93,5670.74,3945.5,31,3.8,0.16,0.04,12.74
3981.47,5667.2,3945.5,31,3.47,0.15,0.041,11.54
3985.01,5663.67,3945.5,31,3.31,0.15,0.045,9.56
3988.54,5660.13,3945.5,31,3.2,0.2,0.047,9.6
3857.73,5798.02,3945.5,19,1.24,0.08,0.032,12.62
3861.26,5794.48,3945.5,19,1.1,0.07,0.036,12.69
3864.8,5790.95,3945.5,19,1.12,0.09,0.048,12.78
3868.33,5787.41,3945.5,19,1.32,0.14,0.053,13.09
3871.87,5783.88,3945.5,19,1.54,0.17,0.047,12.05
3875.4,5780.34,3945.5,19,1.65,0.13,0.049,11.79
3878.94,5776.81,3945.5,19,1.38,0.22,0.064,11.34
3882.47,5773.27,3945.5,19,1.5,0.17,0.073,11.88
3886.01,5769.73,3945.5,19,1.56,0.12,0.07,11.72
3889.55,5766.2,3945.5,19,1.52,0.1,0.062,11.33
3893.08,5762.66,3945.5,19,1.38,0.06,0.059,11.01
3896.62,5759.13,3945.5,344,1.21,0.06,0.067,11.61
3900.15,5755.59,3945.5,344,1.3,0.08,0.071,14.3
3903.69,5752.06,3945.5,344,1.34,0.08,0.061,16.77
3907.22,5748.52,3945.5,412,1.79,0.08,0.05,12.15
3910.76,5744.99,3945.5,412,1.96,0.11,0.035,13.1
3914.29,5741.45,3945.5,372,1.85,0.15,0.025,14.1
3917.83,5737.92,3945.5,372,1.71,0.3,0.027,13.88
3921.37,5734.38,3945.5,372,1.54,0.11,0.023,13.99
3924.9,5730.84,3945.5,372,1.31,0.13,0.023,12.76
3928.44,5727.31,3945.5,372,1.22,0.19,0.026,11.63
3931.97,5723.77,3945.5,372,1.47,0.25,0.032,13.78
3935.51,5720.24,3945.5,412,1.61,0.33,0.032,14.13
3939.04,5716.7,3945.5,412,1.77,0.22,0.028,12.56
3942.58,5713.17,3945.5,412,2.03,0.31,0.031,13.69
3946.11,5709.63,3945.5,412,1.9,0.27,0.031,16.78
3949.65,5706.1,3945.5,412,1.92,0.12,0.037,12.06
3953.19,5702.56,3945.5,412,2.04,0.07,0.043,10.96
3956.72,5699.02,3945.5,412,2.02,0.07,0.048,10.54
3960.26,5695.49,3945.5,412,2.04,0.07,0.053,10.01
3963.79,5691.95,3945.5,412,2.36,0.06,0.055,9.31
3967.33,5688.42,3945.5,412,2.61,0.1,0.056,9.65
3970.86,5684.88,3945.5,412,2.85,0.32,0.049,11.24
3974.4,5681.35,3945.5,412,3.12,0.24,0.047,11.94
3977.93,5677.81,3945.5,412,3.46,0.14,0.046,12.78
3981.47,5674.28,3945.5,412,3.4,0.11,0.045,13.2
3985.01,5670.74,3945.5,412,3.21,0.11,0.045,11.54
3988.54,5667.2,3945.5,412,3.23,0.11,0.049,10.34
3992.08,5663.67,3945.5,412,3.16,0.12,0.049,10.23
3864.8,5798.02,3945.5,19,1.33,0.08,0.039,13.91
3868.33,5794.48,3945.5,19,1.39,0.09,0.041,14.16
3871.87,5790.95,3945.5,19,1.34,0.13,0.04,14.41
3875.4,5787.41,3945.5,19,1.41,0.22,0.036,13.31
3878.94,5783.88,3945.5,19,1.7,0.22,0.043,12.88
3882.47,5780.34,3945.5,19,1.84,0.38,0.052,13.77
3886.01,5776.81,3945.5,19,1.89,0.43,0.055,11.65
3889.55,5773.27,3945.5,19,1.68,0.26,0.054,11.54
3893.08,5769.73,3945.5,19,1.42,0.2,0.047,11.97
3896.62,5766.2,3945.5,19,1.24,0.09,0.048,12.28
3900.15,5762.66,3945.5,19,1.18,0.08,0.049,13
3903.69,5759.13,3945.5,344,1.2,0.08,0.049,15.44
3907.22,5755.59,3945.5,372,1.45,0.08,0.047,13.16
3910.76,5752.06,3945.5,372,1.94,0.1,0.044,11.96
3914.29,5748.52,3945.5,372,1.94,0.22,0.034,13
3917.83,5744.99,3945.5,372,1.69,0.42,0.023,15.09
3921.37,5741.45,3945.5,372,1.53,0.48,0.022,16.66
3924.9,5737.92,3945.5,372,1.32,0.16,0.024,12.82
3928.44,5734.38,3945.5,372,1.02,0.09,0.024,8.89
3931.97,5730.84,3945.5,372,1.2,0.17,0.025,11.11
3935.51,5727.31,3945.5,372,1.54,0.19,0.028,14.13
3939.04,5723.77,3945.5,372,1.77,0.25,0.027,14.15
3942.58,5720.24,3945.5,412,1.88,0.25,0.025,12.72
3946.11,5716.7,3945.5,412,2.07,0.36,0.029,14.68
3949.65,5713.17,3945.5,412,2.08,0.38,0.036,16.07
3953.19,5709.63,3945.5,412,2.08,0.21,0.044,15.04
3956.72,5706.1,3945.5,412,2.11,0.08,0.042,12.68
3960.26,5702.56,3945.5,412,2.1,0.08,0.041,12.27
3963.79,5699.02,3945.5,412,2.08,0.09,0.043,11.35
3967.33,5695.49,3945.5,412,2.06,0.07,0.043,9.55
3970.86,5691.95,3945.5,412,2.38,0.12,0.05,10.81
3974.4,5688.42,3945.5,412,2.51,0.38,0.051,10.67
3977.93,5684.88,3945.5,412,2.66,0.25,0.049,10.67
3981.47,5681.35,3945.5,412,2.95,0.15,0.05,10.83
3985.01,5677.81,3945.5,412,3.14,0.12,0.048,10.54
3988.54,5674.28,3945.5,412,3.04,0.12,0.046,11.04
3992.08,5670.74,3945.5,412,3.09,0.11,0.049,10.1
3995.61,5667.2,3945.5,412,3.22,0.14,0.049,10.33
3868.33,5801.55,3945.5,19,1.53,0.07,0.037,13.99
3871.87,5798.02,3945.5,19,1.56,0.07,0.037,14
3875.4,5794.48,3945.5,19,1.42,0.08,0.033,14.48
3878.94,5790.95,3945.5,19,1.42,0.13,0.034,14.25
3882.47,5787.41,3945.5,19,1.57,0.19,0.035,15.02
3886.01,5783.88,3945.5,19,1.77,0.65,0.038,15
3889.55,5780.34,3945.5,12,1.85,1.04,0.04,15.44
3893.08,5776.81,3945.5,12,1.81,0.69,0.036,15.72
3896.62,5773.27,3945.5,19,1.6,0.5,0.032,14.43
3900.15,5769.73,3945.5,19,1.41,0.24,0.031,13.11
3903.69,5766.2,3945.5,19,1.23,0.12,0.032,12.07
3907.22,5762.66,3945.5,372,1.27,0.13,0.036,12.69
3910.76,5759.13,3945.5,372,1.49,0.08,0.035,11.91
3914.29,5755.59,3945.5,372,1.8,0.11,0.035,12.64
3917.83,5752.06,3945.5,372,1.75,0.16,0.031,13.32
3921.37,5748.52,3945.5,372,1.48,0.22,0.027,12.29
3924.9,5744.99,3945.5,372,1.37,0.25,0.026,10.69
3928.44,5741.45,3945.5,372,1.26,0.18,0.026,8.97
3931.97,5737.92,3945.5,372,1.4,0.2,0.024,14.12
3935.51,5734.38,3945.5,372,1.71,0.25,0.025,13.47
3939.04,5730.84,3945.5,372,1.87,0.24,0.025,14.39
3942.58,5727.31,3945.5,372,1.96,0.19,0.023,13.87
3946.11,5723.77,3945.5,412,2.02,0.18,0.022,12.97
3949.65,5720.24,3945.5,412,2.17,0.22,0.025,16.76
3953.19,5716.7,3945.5,412,2.26,0.22,0.034,19.56
3956.72,5713.17,3945.5,412,2.34,0.16,0.044,18.18
3960.26,5709.63,3945.5,412,2.42,0.1,0.041,15.49
3963.79,5706.1,3945.5,412,2.46,0.14,0.036,14.26
3967.33,5702.56,3945.5,412,2.48,0.13,0.04,14.05
3970.86,5699.02,3945.5,412,2.39,0.12,0.038,16.1
3974.4,5695.49,3945.5,412,2.28,0.12,0.045,15.53
3977.93,5691.95,3945.5,412,2.51,0.23,0.049,12.4
3981.47,5688.42,3945.5,412,2.09,0.24,0.053,6.45
3985.01,5684.88,3945.5,412,2.27,0.13,0.052,6.93
3988.54,5681.35,3945.5,412,2.93,0.16,0.046,10.49
3992.08,5677.81,3945.5,412,3.24,0.17,0.043,10.92
3995.61,5674.28,3945.5,412,3.22,0.14,0.045,10.4
3999.15,5670.74,3945.5,412,3.25,0.12,0.046,10.83
3875.4,5801.55,3945.5,19,1.52,0.07,0.034,14.59
3878.94,5798.02,3945.5,19,1.5,0.07,0.032,14.73
3882.47,5794.48,3945.5,19,1.42,0.08,0.033,14.95
3886.01,5790.95,3945.5,19,1.36,0.1,0.032,16.11
3889.55,5787.41,3945.5,19,1.49,0.21,0.04,15.54
3893.08,5783.88,3945.5,12,1.45,0.42,0.041,13.88
3896.62,5780.34,3945.5,12,1.49,0.54,0.027,16.41
3900.15,5776.81,3945.5,12,1.53,0.7,0.02,16.29
3903.69,5773.27,3945.5,19,1.49,0.44,0.02,14.88
3907.22,5769.73,3945.5,19,1.4,0.17,0.024,13.69
3910.76,5766.2,3945.5,19,1.26,0.19,0.026,12.4
3914.29,5762.66,3945.5,372,1.28,0.12,0.03,11.75
3917.83,5759.13,3945.5,372,1.39,0.08,0.032,11.19
3921.37,5755.59,3945.5,372,1.27,0.08,0.03,9.58
3924.9,5752.06,3945.5,372,1.33,0.1,0.029,10.32
3928.44,5748.52,3945.5,372,1.56,0.2,0.027,12.68
3931.97,5744.99,3945.5,372,1.69,0.28,0.026,17.06
3935.51,5741.45,3945.5,372,1.68,0.27,0.023,16.42
3939.04,5737.92,3945.5,372,1.73,0.24,0.019,15.52
3942.58,5734.38,3945.5,372,1.77,0.32,0.02,15.08
3946.11,5730.84,3945.5,372,1.97,0.3,0.022,14.57
3949.65,5727.31,3945.5,372,2.13,0.19,0.023,14.76
3953.19,5723.77,3945.5,412,2.24,0.14,0.026,16.32
3956.72,5720.24,3945.5,412,2.29,0.13,0.038,19.45
3960.26,5716.7,3945.5,412,2.48,0.13,0.045,21.25
3963.79,5713.17,3945.5,412,2.74,0.18,0.038,16.95
3967.33,5709.63,3945.5,412,2.74,0.2,0.042,15.14
3970.86,5706.1,3945.5,412,2.68,0.16,0.045,15.07
3974.4,5702.56,3945.5,412,2.63,0.15,0.035,16.96
3977.93,5699.02,3945.5,412,2.41,0.17,0.039,16.7
3981.47,5695.49,3945.5,412,2.7,0.15,0.041,12.7
3985.01,5691.95,3945.5,412,3.01,0.15,0.042,11.85
3988.54,5688.42,3945.5,412,2.91,0.18,0.039,11.03
3992.08,5684.88,3945.5,412,3,0.18,0.04,10.89
3995.61,5681.35,3945.5,412,3.35,0.2,0.042,12.63
3999.15,5677.81,3945.5,412,3.44,0.16,0.04,12.2
4002.68,5674.28,3945.5,412,3.32,0.16,0.042,11.96
3882.47,5801.55,3945.5,19,1.55,0.08,0.031,15.75
3886.01,5798.02,3945.5,19,1.42,0.07,0.032,15.08
3889.55,5794.48,3945.5,19,1.26,0.08,0.038,13.34
3893.08,5790.95,3945.5,19,1.32,0.1,0.052,15.64
3896.62,5787.41,3945.5,12,1.33,0.26,0.051,14.01
3900.15,5783.88,3945.5,12,1.45,0.49,0.027,20.63
3903.69,5780.34,3945.5,12,1.37,0.61,0.015,17.91
3907.22,5776.81,3945.5,12,1.34,0.55,0.016,16.85
3910.76,5773.27,3945.5,19,1.35,0.29,0.019,16.53
3914.29,5769.73,3945.5,19,1.26,0.32,0.023,12.63
3917.83,5766.2,3945.5,372,1.09,0.31,0.024,10.37
3921.37,5762.66,3945.5,372,1.2,0.18,0.029,9.65
3924.9,5759.13,3945.5,372,1.19,0.11,0.027,11.83
3928.44,5755.59,3945.5,372,1.35,0.14,0.025,13.87
3931.97,5752.06,3945.5,372,1.57,0.27,0.022,14.91
3935.51,5748.52,3945.5,372,1.51,0.35,0.02,16.56
3939.04,5744.99,3945.5,372,1.42,0.25,0.019,15.34
3942.58,5741.45,3945.5,372,1.4,0.31,0.018,16.33
3946.11,5737.92,3945.5,372,1.39,0.31,0.018,15.56
3949.65,5734.38,3945.5,372,1.68,0.38,0.021,15.11
3953.19,5730.84,3945.5,372,2,0.29,0.022,15.29
3956.72,5727.31,3945.5,372,2.21,0.21,0.028,16.74
3960.26,5723.77,3945.5,412,2.3,0.14,0.038,19.11
3963.79,5720.24,3945.5,412,2.29,0.17,0.036,15.21
3967.33,5716.7,3945.5,412,2.63,0.29,0.03,16.25
3970.86,5713.17,3945.5,412,2.74,0.26,0.035,15.83
3974.4,5709.63,3945.5,412,2.69,0.23,0.035,15.79
3977.93,5706.1,3945.5,412,2.54,0.2,0.031,16.21
3981.47,5702.56,3945.5,412,2.39,0.22,0.034,16.37
3985.01,5699.02,3945.5,412,2.89,0.21,0.032,14.61
3988.54,5695.49,3945.5,412,3.34,0.24,0.032,13.08
3992.08,5691.95,3945.5,412,3.42,0.25,0.032,12.28
3995.61,5688.42,3945.5,412,3.28,0.19,0.037,11.93
3999.15,5684.88,3945.5,412,3.16,0.18,0.043,11.93
4002.68,5681.35,3945.5,412,3.26,0.17,0.043,13.32
4006.22,5677.81,3945.5,412,3.19,0.14,0.042,12.59
3886.01,5805.09,3945.5,19,1.43,0.08,0.036,13.86
3889.55,5801.55,3945.5,19,1.39,0.08,0.038,11.9
3893.08,5798.02,3945.5,19,1.07,0.07,0.044,12.35
3896.62,5794.48,3945.5,19,0.94,0.06,0.057,10.78
3900.15,5790.95,3945.5,19,1.16,0.13,0.057,12.2
3903.69,5787.41,3945.5,12,1.11,0.35,0.025,12.29
3907.22,5783.88,3945.5,12,1.12,0.36,0.015,12.41
3910.76,5780.34,3945.5,12,1.34,0.32,0.015,15.58
3914.29,5776.81,3945.5,19,1.68,0.33,0.019,16.27
3917.83,5773.27,3945.5,19,1.56,0.39,0.018,15.34
3921.37,5769.73,3945.5,372,1.37,0.38,0.019,10.82
3924.9,5766.2,3945.5,372,1.52,0.3,0.024,13.19
3928.44,5762.66,3945.5,372,1.43,0.19,0.026,12.64
3931.97,5759.13,3945.5,372,1.47,0.23,0.022,14.76
3935.51,5755.59,3945.5,372,1.42,0.38,0.018,15.93
3939.04,5752.06,3945.5,372,1.24,0.4,0.015,17.22
3942.58,5748.52,3945.5,249,1.18,0.57,0.016,19.93
3946.11,5744.99,3945.5,249,1.24,0.6,0.016,17.68
3949.65,5741.45,3945.5,249,1.31,0.5,0.018,20.23
3953.19,5737.92,3945.5,249,1.57,0.46,0.017,15.59
3956.72,5734.38,3945.5,249,1.81,0.41,0.019,15.47
3960.26,5730.84,3945.5,249,2.11,0.33,0.026,17.17
3963.79,5727.31,3945.5,131,2.25,0.22,0.032,12.89
3967.33,5723.77,3945.5,131,2.05,0.25,0.027,16.1
3970.86,5720.24,3945.5,131,2.25,0.29,0.027,17.6
3974.4,5716.7,3945.5,412,2.41,0.27,0.027,16.72
3977.93,5713.17,3945.5,412,2.35,0.21,0.028,16.05
3981.47,5709.63,3945.5,412,2.16,0.23,0.03,15.91
3985.01,5706.1,3945.5,412,2.3,0.28,0.028,16.76
3988.54,5702.56,3945.5,412,2.85,0.33,0.03,14.33
3992.08,5699.02,3945.5,412,3.04,0.35,0.028,13.74
3995.61,5695.49,3945.5,412,3.18,0.27,0.029,13.75
3999.15,5691.95,3945.5,412,3.08,0.2,0.035,11.79
4002.68,5688.42,3945.5,412,2.82,0.17,0.04,9.54
4006.22,5684.88,3945.5,412,2.82,0.14,0.039,12.45
3893.08,5805.09,3945.5,19,1.31,0.08,0.036,12.28
3896.62,5801.55,3945.5,19,1.05,0.07,0.037,12.23
3900.15,5798.02,3945.5,19,0.95,0.06,0.049,11.79
3903.69,5794.48,3945.5,19,1.01,0.08,0.048,12.33
3907.22,5790.95,3945.5,12,1.02,0.28,0.022,12.13
3910.76,5787.41,3945.5,12,1.1,0.51,0.01,17.56
3914.29,5783.88,3945.5,12,1.35,0.46,0.011,17.58
3917.83,5780.34,3945.5,12,1.5,0.49,0.014,16.59
3921.37,5776.81,3945.5,19,1.56,0.43,0.014,17.62
3924.9,5773.27,3945.5,19,1.6,0.42,0.017,17.44
3928.44,5769.73,3945.5,19,1.79,0.33,0.022,14.3
3931.97,5766.2,3945.5,372,1.65,0.25,0.026,11.65
3935.51,5762.66,3945.5,372,1.56,0.35,0.022,14.69
3939.04,5759.13,3945.5,372,1.39,0.45,0.016,17.55
3942.58,5755.59,3945.5,372,1.17,0.52,0.013,18.76
3946.11,5752.06,3945.5,249,1.16,0.78,0.014,20.52
3949.65,5748.52,3945.5,249,1.26,0.87,0.015,22.13
3953.19,5744.99,3945.5,249,1.35,0.71,0.017,22.39
3956.72,5741.45,3945.5,249,1.5,0.59,0.016,18.26
3960.26,5737.92,3945.5,249,1.69,0.55,0.016,18.2
3963.79,5734.38,3945.5,249,1.86,0.52,0.023,19.87
3967.33,5730.84,3945.5,131,1.87,0.42,0.024,21
3970.86,5727.31,3945.5,131,1.85,0.39,0.023,18.15
3974.4,5723.77,3945.5,131,2.16,0.41,0.026,18.72
3977.93,5720.24,3945.5,131,2.26,0.29,0.025,18.64
3981.47,5716.7,3945.5,131,1.99,0.23,0.026,18.09
3985.01,5713.17,3945.5,131,1.89,0.27,0.026,17.01
3988.54,5709.63,3945.5,131,2.18,0.32,0.021,17.08
3992.08,5706.1,3945.5,131,2.5,0.32,0.024,16.28
3995.61,5702.56,3945.5,412,2.58,0.3,0.022,17.15
3999.15,5699.02,3945.5,412,2.9,0.28,0.024,15.78
4002.68,5695.49,3945.5,412,3.05,0.23,0.029,15.03
4006.22,5691.95,3945.5,412,2.91,0.18,0.032,14.73
4009.75,5688.42,3945.5,412,2.75,0.15,0.034,12.37
3900.15,5805.09,3945.5,19,1.35,0.09,0.041,12.5
3903.69,5801.55,3945.5,19,1.43,0.14,0.047,12.96
3907.22,5798.02,3945.5,19,1.38,0.15,0.041,12.28
3910.76,5794.48,3945.5,12,1.29,0.49,0.02,16.51
3914.29,5790.95,3945.5,12,1.17,0.75,0.008,17.54
3917.83,5787.41,3945.5,12,1.16,0.85,0.007,19.61
3921.37,5783.88,3945.5,12,1.33,0.68,0.01,18.23
3924.9,5780.34,3945.5,19,1.53,0.53,0.012,18.38
3928.44,5776.81,3945.5,19,1.68,0.41,0.014,18.66
3931.97,5773.27,3945.5,19,1.92,0.36,0.021,19.7
3935.51,5769.73,3945.5,19,1.68,0.39,0.023,15.5
3939.04,5766.2,3945.5,372,1.59,0.38,0.022,16.37
3942.58,5762.66,3945.5,372,1.31,0.34,0.016,18.3
3946.11,5759.13,3945.5,372,1.04,0.51,0.012,19.95
3949.65,5755.59,3945.5,249,1.04,0.74,0.012,20.81
3953.19,5752.06,3945.5,249,1.12,0.73,0.016,22.22
3956.72,5748.52,3945.5,249,1.23,0.74,0.018,27.24
3960.26,5744.99,3945.5,249,1.36,0.63,0.016,21.11
3963.79,5741.45,3945.5,249,1.54,0.68,0.019,20.42
3967.33,5737.92,3945.5,249,1.6,0.67,0.021,21.3
3970.86,5734.38,3945.5,131,1.57,0.54,0.02,22.58
3974.4,5730.84,3945.5,131,1.68,0.51,0.02,19.51
3977.93,5727.31,3945.5,131,2.01,0.51,0.023,19.27
3981.47,5723.77,3945.5,131,1.99,0.49,0.023,19.26
3985.01,5720.24,3945.5,131,1.73,0.38,0.022,18.63
3988.54,5716.7,3945.5,131,1.72,0.38,0.019,18.39
3992.08,5713.17,3945.5,131,1.95,0.33,0.015,21.22
3995.61,5709.63,3945.5,131,1.88,0.3,0.016,20.96
3999.15,5706.1,3945.5,131,1.93,0.33,0.016,20.41
4002.68,5702.56,3945.5,67,2.33,0.34,0.019,18.99
4006.22,5699.02,3945.5,67,2.58,0.31,0.021,18.6
4009.75,5695.49,3945.5,412,2.68,0.26,0.026,16.21
4013.29,5691.95,3945.5,412,2.84,0.24,0.029,13.68
3903.69,5808.63,3945.5,19,1.5,0.11,0.036,13.23
3907.22,5805.09,3945.5,19,1.53,0.24,0.033,13.68
3910.76,5801.55,3945.5,19,1.44,0.34,0.029,14.28
3914.29,5798.02,3945.5,12,1.31,0.67,0.019,15.69
3917.83,5794.48,3945.5,12,1.1,0.9,0.006,17.68
3921.37,5790.95,3945.5,12,0.99,1.07,0.004,19.65
3924.9,5787.41,3945.5,12,1.22,1.08,0.007,21.32
3928.44,5783.88,3945.5,12,1.37,0.92,0.01,21.16
3931.97,5780.34,3945.5,19,1.51,0.62,0.014,19.84
3935.51,5776.81,3945.5,19,1.7,0.45,0.019,19.63
3939.04,5773.27,3945.5,19,1.56,0.31,0.025,13.12
3942.58,5769.73,3945.5,19,1.34,0.23,0.022,15.11
3946.11,5766.2,3945.5,19,1.16,0.2,0.017,18.67
3949.65,5762.66,3945.5,372,0.99,0.36,0.013,20.1
3953.19,5759.13,3945.5,372,0.95,0.35,0.012,20.34
3956.72,5755.59,3945.5,372,1.02,0.46,0.015,21.74
3960.26,5752.06,3945.5,131,1.13,0.57,0.015,20.81
3963.79,5748.52,3945.5,131,1.23,0.58,0.014,19.43
3967.33,5744.99,3945.5,131,1.33,0.6,0.017,21.29
3970.86,5741.45,3945.5,131,1.31,0.57,0.019,23.97
3974.4,5737.92,3945.5,131,1.26,0.53,0.019,28.18
3977.93,5734.38,3945.5,131,1.35,0.47,0.017,16.24
3981.47,5730.84,3945.5,131,1.41,0.57,0.017,20.74
3985.01,5727.31,3945.5,131,1.48,0.53,0.019,18.07
3988.54,5723.77,3945.5,131,1.42,0.52,0.016,21.11
3992.08,5720.24,3945.5,131,1.48,0.42,0.015,21.46
3995.61,5716.7,3945.5,131,1.57,0.3,0.014,20.9
3999.15,5713.17,3945.5,131,1.4,0.35,0.011,21.17
4002.68,5709.63,3945.5,67,1.5,0.53,0.011,20.67
4006.22,5706.1,3945.5,67,1.72,0.73,0.011,20.87
4009.75,5702.56,3945.5,67,2.1,0.62,0.013,20.16
4013.29,5699.02,3945.5,67,2.13,0.55,0.018,19.66
4016.82,5695.49,3945.5,412,2.42,0.51,0.019,19.36
3910.76,5808.63,3945.5,19,1.29,0.42,0.023,14.95
3914.29,5805.09,3945.5,19,1.16,0.55,0.017,16.26
3917.83,5801.55,3945.5,12,1.03,0.72,0.012,17.33
3921.37,5798.02,3945.5,12,0.91,1.08,0.005,17.39
3924.9,5794.48,3945.5,12,0.89,1.59,0.003,19.64
3928.44,5790.95,3945.5,12,0.97,1.26,0.003,21.75
3931.97,5787.41,3945.5,12,1.17,0.95,0.006,22.23
3935.51,5783.88,3945.5,19,1.35,0.55,0.012,22.55
3939.04,5780.34,3945.5,19,1.47,0.4,0.021,18.86
