"EAST","NORTH","ELEV","AREA","CU","ZN","MO","FE"
4738.07,5299.51,4260.5,487,0.06,0.13,0.001,5.55
4741.61,5295.97,4260.5,487,0.07,0.11,0.001,5.66
4543.62,5501.03,4260.5,86,0.74,0.9,0.001,10.07
4547.15,5497.5,4260.5,86,0.81,0.74,0.001,8
4550.69,5493.96,4260.5,86,0.92,0.75,0.001,8.99
4554.23,5490.43,4260.5,86,0.9,0.66,0.001,10.13
4557.76,5486.89,4260.5,86,0.55,0.49,0.001,9.66
4561.3,5483.36,4260.5,86,0.41,0.51,0.001,8.57
4723.93,5320.72,4260.5,487,0.05,0.21,0.001,3.86
4727.47,5317.19,4260.5,487,0.06,0.17,0.001,4.68
4731,5313.65,4260.5,487,0.06,0.1,0.001,4.81
4734.54,5310.12,4260.5,487,0.06,0.12,0.001,4.59
4738.07,5306.58,4260.5,487,0.06,0.12,0.001,4.76
4741.61,5303.04,4260.5,487,0.06,0.12,0.001,5.29
4543.62,5508.11,4260.5,103,0.89,4,0.001,10.15
4547.15,5504.57,4260.5,103,0.82,0.87,0.001,9.26
4550.69,5501.03,4260.5,86,0.75,0.54,0.001,8.54
4554.23,5497.5,4260.5,86,0.96,0.53,0.001,6.49
4557.76,5493.96,4260.5,86,0.8,0.63,0.001,8.56
4561.3,5490.43,4260.5,86,0.46,0.49,0.001,8.39
4564.83,5486.89,4260.5,86,0.36,0.48,0.001,8.01
4568.37,5483.36,4260.5,86,0.38,2.36,0.001,8.44
4723.93,5327.79,4260.5,330,0.04,0.23,0.001,3.86
4727.47,5324.26,4260.5,330,0.04,0.19,0.001,3.85
4731,5320.72,4260.5,487,0.05,0.19,0.001,4.68
4734.54,5317.19,4260.5,487,0.06,0.17,0.001,4.99
4738.07,5313.65,4260.5,487,0.05,0.12,0.001,4.65
4741.61,5310.12,4260.5,487,0.05,0.14,0.001,4.62
4745.14,5306.58,4260.5,487,0.06,0.14,0.001,4.75
4543.62,5515.18,4260.5,103,0.7,4.81,0.001,9.49
4547.15,5511.64,4260.5,103,0.77,3.65,0.001,11.04
4550.69,5508.11,4260.5,103,0.65,2.32,0.001,10.17
4554.23,5504.57,4260.5,86,0.78,0.56,0.001,10.08
4557.76,5501.03,4260.5,86,0.66,0.52,0.001,5.2
4561.3,5497.5,4260.5,86,0.62,2,0.001,8.2
4564.83,5493.96,4260.5,86,0.41,2.25,0.001,8.26
4568.37,5490.43,4260.5,86,0.31,2.51,0.001,8.25
4571.9,5486.89,4260.5,86,0.3,2.89,0.001,8.12
4575.44,5483.36,4260.5,86,0.27,2.34,0.001,7.24
4578.97,5479.82,4260.5,86,0.27,1.85,0.003,6.61
4582.51,5476.29,4260.5,86,0.28,0.96,0.004,6.69
4727.47,5331.33,4260.5,330,0.04,0.22,0.001,4
4731,5327.79,4260.5,330,0.04,0.22,0.001,4.25
4734.54,5324.26,4260.5,330,0.05,0.22,0.001,4.57
4738.07,5320.72,4260.5,487,0.05,0.19,0.001,4.4
4741.61,5317.19,4260.5,487,0.04,0.15,0.001,4.03
4745.14,5313.65,4260.5,487,0.05,0.15,0.001,4.39
4543.62,5522.25,4260.5,103,0.45,5.98,0.001,9.14
4547.15,5518.71,4260.5,103,0.64,4.02,0.001,9.27
4550.69,5515.18,4260.5,103,0.68,3.52,0.001,10.74
4554.23,5511.64,4260.5,103,0.56,2.14,0.001,6.69
4557.76,5508.11,4260.5,103,0.44,2.35,0.001,6.63
4561.3,5504.57,4260.5,86,0.39,0.83,0.001,7.09
4564.83,5501.03,4260.5,86,0.34,0.81,0.001,7.83
4568.37,5497.5,4260.5,86,0.23,2.76,0.001,8.39
4571.9,5493.96,4260.5,86,0.24,2.54,0.001,8.14
4575.44,5490.43,4260.5,86,0.25,3.28,0.001,7.81
4578.97,5486.89,4260.5,86,0.19,2.38,0.001,6.22
4582.51,5483.36,4260.5,86,0.2,1.8,0.003,6.37
4586.05,5479.82,4260.5,86,0.25,1.71,0.004,6.21
4589.58,5476.29,4260.5,86,0.22,1.82,0.005,4.98
4593.12,5472.75,4260.5,86,0.15,0.99,0.004,3.95
4596.65,5469.21,4260.5,86,0.13,0.99,0.003,3.85
4600.19,5465.68,4260.5,86,0.11,0.99,0.002,2.97
4603.72,5462.14,4260.5,86,0.1,0.94,0.002,2.46
4607.26,5458.61,4260.5,86,0.08,0.89,0.001,2.18
4734.54,5331.33,4260.5,330,0.04,0.22,0.001,4.24
4738.07,5327.79,4260.5,330,0.04,0.23,0.001,4.59
4741.61,5324.26,4260.5,487,0.05,0.18,0.001,4.07
4745.14,5320.72,4260.5,487,0.04,0.15,0.001,3.92
4748.68,5317.19,4260.5,487,0.05,0.17,0.001,4.07
4543.62,5529.32,4260.5,103,0.44,6.95,0.001,8.36
4547.15,5525.78,4260.5,103,0.4,4.47,0.001,9.05
4550.69,5522.25,4260.5,103,0.46,3.4,0.001,8.97
4554.23,5518.71,4260.5,103,0.44,2.93,0.001,7.92
4557.76,5515.18,4260.5,103,0.42,2.69,0.001,6.91
4561.3,5511.64,4260.5,103,0.35,2.54,0.001,6.47
4564.83,5508.11,4260.5,103,0.27,1.08,0.001,6.68
4568.37,5504.57,4260.5,86,0.27,0.99,0.002,7.68
4571.9,5501.03,4260.5,86,0.23,3.32,0.001,7.67
4575.44,5497.5,4260.5,86,0.32,2.98,0.001,7.39
4578.97,5493.96,4260.5,86,0.38,3.09,0.002,7.08
4582.51,5490.43,4260.5,86,0.33,2.33,0.003,5.97
4586.05,5486.89,4260.5,86,0.16,0.89,0.004,6.57
4589.58,5483.36,4260.5,86,0.13,0.95,0.004,4.93
4593.12,5479.82,4260.5,86,0.13,0.93,0.004,4.06
4596.65,5476.29,4260.5,86,0.13,0.82,0.003,3.73
4600.19,5472.75,4260.5,86,0.11,0.74,0.003,4.13
4603.72,5469.21,4260.5,86,0.09,0.98,0.002,2.55
4607.26,5465.68,4260.5,86,0.08,0.41,0.002,2.13
4610.79,5462.14,4260.5,86,0.08,0.42,0.002,2.11
4614.33,5458.61,4260.5,86,0.08,0.42,0.002,2.57
4734.54,5338.4,4260.5,330,0.03,0.22,0.001,3.5
4738.07,5334.86,4260.5,330,0.03,0.21,0.001,3.39
4741.61,5331.33,4260.5,330,0.04,0.19,0.001,3.77
4745.14,5327.79,4260.5,330,0.05,0.17,0.001,3.68
4748.68,5324.26,4260.5,487,0.05,0.18,0.001,3.83
4543.62,5536.39,4260.5,103,0.31,5.46,0.001,7.49
4547.15,5532.85,4260.5,103,0.35,4.84,0.001,7.84
4550.69,5529.32,4260.5,103,0.31,3.58,0.001,8.45
4554.23,5525.78,4260.5,103,0.23,3.38,0.001,7.73
4557.76,5522.25,4260.5,103,0.23,3.25,0.001,5.95
4561.3,5518.71,4260.5,103,0.13,1.36,0.001,6.38
4564.83,5515.18,4260.5,245,0.16,1.41,0.002,5.86
4568.37,5511.64,4260.5,245,0.21,0.99,0.003,5.58
4571.9,5508.11,4260.5,245,0.19,1.26,0.002,5.74
4578.97,5501.03,4260.5,86,0.4,2.67,0.002,6.45
4582.51,5497.5,4260.5,86,0.46,3.48,0.003,6.76
4586.05,5493.96,4260.5,86,0.33,2.61,0.004,4.83
4589.58,5490.43,4260.5,86,0.21,2.13,0.005,4.35
4593.12,5486.89,4260.5,86,0.18,1.9,0.004,4.35
4596.65,5483.36,4260.5,86,0.1,0.79,0.003,3.24
4600.19,5479.82,4260.5,86,0.1,0.77,0.002,2.36
4603.72,5476.29,4260.5,86,0.12,0.88,0.002,2.34
4607.26,5472.75,4260.5,86,0.12,1.12,0.003,2.38
4610.79,5469.21,4260.5,86,0.11,1.19,0.003,2.32
4614.33,5465.68,4260.5,86,0.08,0.42,0.003,2.09
4738.07,5341.94,4260.5,330,0.02,0.18,0.001,3.61
4741.61,5338.4,4260.5,330,0.03,0.16,0.001,3.49
4745.14,5334.86,4260.5,330,0.04,0.15,0.001,3.72
4748.68,5331.33,4260.5,330,0.05,0.17,0.001,3.69
4543.62,5543.46,4260.5,103,0.17,2.96,0.001,6.88
4547.15,5539.93,4260.5,103,0.14,2.91,0.001,6.84
4550.69,5536.39,4260.5,103,0.14,2.84,0.001,6.92
4554.23,5532.85,4260.5,103,0.05,1.17,0.001,4.81
4557.76,5529.32,4260.5,103,0.05,1.08,0.001,4.91
4561.3,5525.78,4260.5,245,0.06,1.14,0.001,5.8
4564.83,5522.25,4260.5,245,0.09,1.19,0.001,5.65
4568.37,5518.71,4260.5,245,0.13,0.85,0.003,4.59
4589.58,5497.5,4260.5,86,0.09,0.89,0.003,3.03
4593.12,5493.96,4260.5,199,0.07,0.33,0.003,2.01
4596.65,5490.43,4260.5,199,0.07,0.31,0.003,1.8
4600.19,5486.89,4260.5,86,0.08,0.36,0.002,2.01
4603.72,5483.36,4260.5,86,0.09,0.77,0.002,2.02
4607.26,5479.82,4260.5,86,0.11,0.78,0.002,2.14
4610.79,5476.29,4260.5,86,0.12,1,0.003,2.87
4614.33,5472.75,4260.5,86,0.09,0.88,0.004,2.16
4738.07,5349.01,4260.5,330,0.02,0.17,0.001,3.96
4741.61,5345.47,4260.5,330,0.02,0.16,0.001,4.12
4745.14,5341.94,4260.5,330,0.02,0.14,0.001,3.84
4748.68,5338.4,4260.5,330,0.03,0.14,0.001,3.83
4752.22,5334.86,4260.5,330,0.03,0.14,0.001,3.57
4547.15,5547,4260.5,232,0.11,2.21,0.001,4.61
4550.69,5543.46,4260.5,232,0.07,1.71,0.001,4.84
4554.23,5539.93,4260.5,232,0.05,1.1,0.001,4.26
4557.76,5536.39,4260.5,245,0.05,1.1,0.001,5.54
4561.3,5532.85,4260.5,245,0.04,0.91,0.001,5.15
4564.83,5529.32,4260.5,245,0.05,0.81,0.001,4.98
4596.65,5497.5,4260.5,199,0.06,0.29,0.002,1.73
4600.19,5493.96,4260.5,199,0.07,0.3,0.001,1.7
4603.72,5490.43,4260.5,199,0.08,0.35,0.001,1.98
4607.26,5486.89,4260.5,199,0.07,0.41,0.002,2.29
4610.79,5483.36,4260.5,86,0.07,0.69,0.002,2.38
4741.61,5352.54,4260.5,330,0.02,0.15,0.001,3.94
4745.14,5349.01,4260.5,330,0.02,0.14,0.001,4.1
4748.68,5345.47,4260.5,330,0.02,0.12,0.001,4.08
4752.22,5341.94,4260.5,330,0.02,0.13,0.001,3.89
4547.15,5554.07,4260.5,232,0.08,1.29,0.001,5.16
4550.69,5550.53,4260.5,232,0.08,1.79,0.001,4.38
4554.23,5547,4260.5,232,0.07,1.63,0.001,4.14
4607.26,5493.96,4260.5,199,0.05,0.35,0.002,2.01
4610.79,5490.43,4260.5,199,0.05,0.36,0.002,1.94
4614.33,5486.89,4260.5,199,0.05,0.29,0.003,1.66
4745.14,5356.08,4260.5,330,0.02,0.16,0.001,4.04
4748.68,5352.54,4260.5,330,0.02,0.15,0.001,4.26
4752.22,5349.01,4260.5,330,0.02,0.12,0.001,4.34
4755.75,5345.47,4260.5,383,0.02,0.13,0.001,4.02
4550.69,5557.6,4260.5,232,0.07,0.81,0.001,4.78
4554.23,5554.07,4260.5,232,0.08,2.61,0.001,7.74
4748.68,5359.61,4260.5,330,0.02,0.26,0.002,3.87
4752.22,5356.08,4260.5,330,0.02,0.21,0.001,3.99
4755.75,5352.54,4260.5,383,0.02,0.16,0.001,3.9
4759.29,5349.01,4260.5,383,0.02,0.14,0.002,3.69
4752.22,5363.15,4260.5,330,0.02,0.24,0.002,3.84
4755.75,5359.61,4260.5,330,0.02,0.25,0.002,3.91
4759.29,5356.08,4260.5,383,0.02,0.2,0.002,3.6
4762.82,5352.54,4260.5,383,0.02,0.15,0.002,3.63
4752.22,5370.22,4260.5,330,0.03,0.21,0.002,3.62
4755.75,5366.68,4260.5,330,0.03,0.21,0.002,3.77
4759.29,5363.15,4260.5,383,0.02,0.2,0.002,3.23
4762.82,5359.61,4260.5,383,0.02,0.15,0.002,2.96
4766.36,5356.08,4260.5,383,0.02,0.13,0.002,3.31
4755.75,5373.76,4260.5,330,0.03,0.16,0.004,3.53
4759.29,5370.22,4260.5,330,0.03,0.21,0.004,3.72
4762.82,5366.68,4260.5,383,0.02,0.17,0.004,3.09
4766.36,5363.15,4260.5,383,0.02,0.11,0.003,2.98
4769.89,5359.61,4260.5,383,0.02,0.14,0.003,3.14
4759.29,5377.29,4260.5,330,0.03,0.09,0.005,2.56
4762.82,5373.76,4260.5,383,0.02,0.09,0.005,2.85
4766.36,5370.22,4260.5,383,0.02,0.09,0.005,2.85
4769.89,5366.68,4260.5,383,0.02,0.12,0.004,3.12
4773.43,5363.15,4260.5,383,0.02,0.14,0.004,3.15
4557.76,5585.89,4260.5,90,0.04,0.88,0.002,3.95
4561.3,5582.35,4260.5,90,0.04,0.83,0.002,3.74
4564.83,5578.82,4260.5,90,0.05,0.31,0.003,3.36
4759.29,5384.36,4260.5,330,0.02,0.08,0.005,2.44
4762.82,5380.83,4260.5,383,0.02,0.07,0.004,2.56
4766.36,5377.29,4260.5,383,0.02,0.08,0.004,2.75
4769.89,5373.76,4260.5,383,0.01,0.1,0.004,2.89
4773.43,5370.22,4260.5,383,0.02,0.13,0.004,3.09
4776.96,5366.68,4260.5,383,0.02,0.15,0.004,3.13
4561.3,5589.42,4260.5,90,0.04,0.32,0.002,2.92
4564.83,5585.89,4260.5,90,0.05,0.3,0.002,2.53
4568.37,5582.35,4260.5,90,0.06,0.26,0.003,2.54
4759.29,5391.43,4260.5,330,0.03,0.06,0.003,2.16
4762.82,5387.9,4260.5,330,0.02,0.07,0.003,2.19
4766.36,5384.36,4260.5,383,0.02,0.08,0.003,2.52
4769.89,5380.83,4260.5,383,0.02,0.09,0.004,2.54
4773.43,5377.29,4260.5,383,0.02,0.1,0.004,3.06
4776.96,5373.76,4260.5,383,0.02,0.14,0.003,3.11
4780.5,5370.22,4260.5,383,0.02,0.15,0.003,3.13
4564.83,5592.96,4260.5,90,0.05,0.32,0.002,2.65
4568.37,5589.42,4260.5,90,0.06,0.29,0.002,2.27
4571.9,5585.89,4260.5,90,0.07,0.27,0.002,1.96
4762.82,5394.97,4260.5,330,0.04,0.24,0.003,2.64
4766.36,5391.43,4260.5,383,0.04,0.21,0.002,3.2
4769.89,5387.9,4260.5,383,0.03,0.09,0.003,3.02
4773.43,5384.36,4260.5,383,0.02,0.12,0.005,2.72
4776.96,5380.83,4260.5,383,0.01,0.12,0.006,2.89
4780.5,5377.29,4260.5,383,0.02,0.13,0.005,3.03
4571.9,5592.96,4260.5,90,0.06,0.31,0.005,2.17
4575.44,5589.42,4260.5,90,0.06,0.27,0.002,1.77
4762.82,5402.04,4260.5,330,0.06,0.27,0.002,3.2
4766.36,5398.5,4260.5,330,0.06,0.22,0.002,3.15
4769.89,5394.97,4260.5,383,0.04,0.17,0.003,3.55
4773.43,5391.43,4260.5,383,0.03,0.12,0.004,3.38
4776.96,5387.9,4260.5,383,0.02,0.13,0.007,2.74
4780.5,5384.36,4260.5,383,0.02,0.14,0.008,2.73
4766.36,5405.57,4260.5,330,0.08,0.29,0.002,3.52
4769.89,5402.04,4260.5,383,0.05,0.22,0.005,2.82
4773.43,5398.5,4260.5,383,0.05,0.11,0.004,2.94
4776.96,5394.97,4260.5,383,0.02,0.15,0.003,3.07
4780.5,5391.43,4260.5,383,0.02,0.15,0.005,2.99
4784.04,5387.9,4260.5,383,0.02,0.15,0.006,3.05
4702.72,5476.29,4260.5,87,0.01,0.05,0.008,2.04
4706.25,5472.75,4260.5,87,0.01,0.05,0.007,2.09
4709.79,5469.21,4260.5,87,0.02,0.05,0.006,2.1
4713.32,5465.68,4260.5,87,0.01,0.06,0.005,2.01
4766.36,5412.65,4260.5,330,0.08,0.33,0.002,3.81
4769.89,5409.11,4260.5,383,0.06,0.24,0.003,3.33
4773.43,5405.57,4260.5,383,0.04,0.19,0.005,2.71
4776.96,5402.04,4260.5,383,0.02,0.11,0.005,2.69
4780.5,5398.5,4260.5,383,0.02,0.15,0.003,3.05
4784.04,5394.97,4260.5,383,0.02,0.15,0.003,3.06
4706.25,5479.82,4260.5,87,0.02,0.05,0.007,2.03
4709.79,5476.29,4260.5,87,0.02,0.06,0.006,2.02
4713.32,5472.75,4260.5,87,0.01,0.07,0.005,1.89
4716.86,5469.21,4260.5,87,0.01,0.06,0.004,1.87
4741.61,5444.47,4260.5,270,0.03,0.09,0.001,2.6
4745.14,5440.93,4260.5,270,0.03,0.09,0.001,3.21
4766.36,5419.72,4260.5,330,0.07,0.21,0.001,2.52
4769.89,5416.18,4260.5,330,0.07,0.28,0.002,2.76
4773.43,5412.65,4260.5,383,0.05,0.19,0.002,2.01
4776.96,5409.11,4260.5,383,0.04,0.1,0.003,2.07
4780.5,5405.57,4260.5,63,0.02,0.11,0.003,1.92
4784.04,5402.04,4260.5,383,0.02,0.12,0.001,2.11
4787.57,5398.5,4260.5,383,0.02,0.15,0.001,2.16
4706.25,5486.89,4260.5,87,0.02,0.11,0.006,2.11
4709.79,5483.36,4260.5,87,0.02,0.12,0.005,2.03
4713.32,5479.82,4260.5,87,0.02,0.06,0.004,1.91
4716.86,5476.29,4260.5,87,0.02,0.08,0.003,1.82
4720.4,5472.75,4260.5,87,0.01,0.08,0.002,1.77
4723.93,5469.21,4260.5,87,0.02,0.05,0.001,1.69
4734.54,5458.61,4260.5,270,0.02,0.08,0.001,1.88
4738.07,5455.07,4260.5,270,0.03,0.08,0.001,2.14
4741.61,5451.54,4260.5,270,0.03,0.08,0.001,2.11
4745.14,5448,4260.5,270,0.03,0.09,0.001,2.24
4748.68,5444.47,4260.5,270,0.03,0.08,0.001,2.87
4752.22,5440.93,4260.5,330,0.02,0.12,0.001,2.33
4766.36,5426.79,4260.5,330,0.06,0.15,0.001,2.26
4769.89,5423.25,4260.5,330,0.07,0.15,0.001,2.51
4773.43,5419.72,4260.5,383,0.06,0.14,0.001,1.98
4776.96,5416.18,4260.5,383,0.04,0.11,0.001,1.88
4780.5,5412.65,4260.5,63,0.02,0.09,0.001,1.83
4784.04,5409.11,4260.5,63,0.02,0.11,0.001,1.85
4787.57,5405.57,4260.5,63,0.01,0.14,0.001,1.81
4706.25,5493.96,4260.5,87,0.02,0.13,0.005,2.24
4709.79,5490.43,4260.5,87,0.02,0.11,0.004,2.05
4713.32,5486.89,4260.5,87,0.02,0.12,0.002,2.03
4716.86,5483.36,4260.5,87,0.02,0.08,0.003,1.79
4720.4,5479.82,4260.5,87,0.02,0.08,0.002,1.76
4723.93,5476.29,4260.5,87,0.01,0.05,0.002,1.65
4727.47,5472.75,4260.5,87,0.02,0.05,0.001,1.61
4731,5469.21,4260.5,270,0.02,0.05,0.001,1.9
4734.54,5465.68,4260.5,270,0.02,0.06,0.001,1.96
4738.07,5462.14,4260.5,270,0.03,0.08,0.001,2.18
4741.61,5458.61,4260.5,270,0.03,0.1,0.001,2.36
4745.14,5455.07,4260.5,270,0.03,0.1,0.001,1.98
4748.68,5451.54,4260.5,270,0.04,0.11,0.001,1.7
4752.22,5448,4260.5,330,0.03,0.08,0.001,2.19
4755.75,5444.47,4260.5,330,0.02,0.09,0.001,2.5
4759.29,5440.93,4260.5,330,0.02,0.06,0.001,1.78
4762.82,5437.39,4260.5,330,0.02,0.06,0.001,1.11
4766.36,5433.86,4260.5,330,0.03,0.13,0.001,1.69
4769.89,5430.32,4260.5,330,0.04,0.2,0.001,2.63
4773.43,5426.79,4260.5,330,0.06,0.14,0.001,2.53
4776.96,5423.25,4260.5,383,0.03,0.1,0.001,1.02
4780.5,5419.72,4260.5,63,0.02,0.08,0.001,1.23
4784.04,5416.18,4260.5,63,0.02,0.08,0.001,1.4
4787.57,5412.65,4260.5,63,0.02,0.11,0.001,1.49
4578.97,5628.31,4260.5,2,0.06,0.17,0.008,2.39
4582.51,5624.78,4260.5,2,0.06,0.16,0.009,2.34
4706.25,5501.03,4260.5,87,0.02,0.14,0.004,2
4709.79,5497.5,4260.5,87,0.02,0.13,0.003,1.98
4713.32,5493.96,4260.5,87,0.02,0.12,0.002,1.97
4716.86,5490.43,4260.5,87,0.02,0.11,0.002,1.95
4720.4,5486.89,4260.5,87,0.02,0.08,0.002,1.9
4723.93,5483.36,4260.5,87,0.01,0.04,0.002,1.8
4727.47,5479.82,4260.5,87,0.01,0.05,0.001,1.79
4731,5476.29,4260.5,270,0.01,0.05,0.001,1.9
4734.54,5472.75,4260.5,270,0.02,0.05,0.001,2.03
4738.07,5469.21,4260.5,270,0.02,0.07,0.001,1.8
4741.61,5465.68,4260.5,270,0.02,0.08,0.001,1.68
4745.14,5462.14,4260.5,270,0.03,0.09,0.001,2.24
4748.68,5458.61,4260.5,270,0.03,0.11,0.001,2.39
4752.22,5455.07,4260.5,270,0.03,0.1,0.001,1.87
4755.75,5451.54,4260.5,270,0.02,0.08,0.001,1.68
4759.29,5448,4260.5,330,0.02,0.06,0.001,1.99
4762.82,5444.47,4260.5,330,0.02,0.08,0.001,1.45
4766.36,5440.93,4260.5,330,0.02,0.06,0.001,1.27
4769.89,5437.39,4260.5,330,0.03,0.09,0.001,1.38
4773.43,5433.86,4260.5,330,0.05,0.16,0.001,2.19
4776.96,5430.32,4260.5,383,0.03,0.12,0.001,1.55
4780.5,5426.79,4260.5,63,0.02,0.08,0.001,1.23
4784.04,5423.25,4260.5,63,0.03,0.09,0.001,1.31
4787.57,5419.72,4260.5,63,0.02,0.07,0.001,1.4
4791.11,5416.18,4260.5,63,0.02,0.11,0.001,1.65
4578.97,5635.38,4260.5,2,0.07,0.18,0.005,2.52
4582.51,5631.85,4260.5,2,0.07,0.18,0.006,2.47
4586.05,5628.31,4260.5,2,0.06,0.19,0.007,2.35
4706.25,5508.11,4260.5,87,0.02,0.14,0.002,2.15
4709.79,5504.57,4260.5,87,0.02,0.13,0.002,2.05
4713.32,5501.03,4260.5,87,0.02,0.12,0.002,1.96
4716.86,5497.5,4260.5,87,0.02,0.11,0.002,2
4720.4,5493.96,4260.5,87,0.02,0.08,0.002,2.01
4723.93,5490.43,4260.5,87,0.02,0.1,0.002,1.93
4727.47,5486.89,4260.5,87,0.01,0.05,0.001,1.82
4731,5483.36,4260.5,270,0.01,0.05,0.001,1.81
4734.54,5479.82,4260.5,270,0.02,0.05,0.001,2.04
4738.07,5476.29,4260.5,270,0.02,0.06,0.001,2.12
4741.61,5472.75,4260.5,270,0.03,0.07,0.001,1.64
4745.14,5469.21,4260.5,270,0.03,0.08,0.001,1.41
4748.68,5465.68,4260.5,270,0.03,0.11,0.001,2.29
4752.22,5462.14,4260.5,270,0.03,0.11,0.001,2.7
4755.75,5458.61,4260.5,270,0.02,0.08,0.001,1.77
4759.29,5455.07,4260.5,270,0.02,0.04,0.001,1.43
4762.82,5451.54,4260.5,270,0.01,0.04,0.001,1.42
4766.36,5448,4260.5,270,0.02,0.05,0.001,1.32
4769.89,5444.47,4260.5,330,0.02,0.05,0.001,1.26
4773.43,5440.93,4260.5,330,0.02,0.06,0.001,1.1
4776.96,5437.39,4260.5,383,0.05,0.11,0.001,1.25
4780.5,5433.86,4260.5,63,0.02,0.09,0.001,1.19
4784.04,5430.32,4260.5,63,0.04,0.08,0.001,1.32
4787.57,5426.79,4260.5,63,0.04,0.07,0.001,1.35
4791.11,5423.25,4260.5,63,0.03,0.07,0.001,1.38
4578.97,5642.46,4260.5,2,0.08,0.17,0.005,2.48
4582.51,5638.92,4260.5,2,0.07,0.16,0.005,2.49
4586.05,5635.38,4260.5,2,0.07,0.17,0.005,2.56
4589.58,5631.85,4260.5,2,0.06,0.17,0.005,2.62
4709.79,5511.64,4260.5,87,0.02,0.13,0.001,2.15
4713.32,5508.11,4260.5,87,0.02,0.16,0.002,2.05
4716.86,5504.57,4260.5,87,0.02,0.16,0.002,2.05
4720.4,5501.03,4260.5,87,0.03,0.12,0.002,2.26
4723.93,5497.5,4260.5,87,0.02,0.12,0.001,2.37
4727.47,5493.96,4260.5,87,0.02,0.08,0.002,1.9
4731,5490.43,4260.5,87,0.02,0.06,0.001,1.83
4734.54,5486.89,4260.5,270,0.02,0.05,0.001,1.73
4738.07,5483.36,4260.5,270,0.03,0.06,0.001,1.72
4741.61,5479.82,4260.5,270,0.03,0.07,0.001,2.03
4745.14,5476.29,4260.5,270,0.03,0.08,0.001,2.11
4748.68,5472.75,4260.5,270,0.03,0.09,0.001,1.88
4752.22,5469.21,4260.5,270,0.02,0.09,0.001,1.99
4755.75,5465.68,4260.5,270,0.02,0.08,0.001,1.69
4759.29,5462.14,4260.5,270,0.02,0.07,0.001,1.12
4762.82,5458.61,4260.5,270,0.01,0.03,0.001,1.34
4766.36,5455.07,4260.5,270,0.02,0.04,0.001,1.36
4769.89,5451.54,4260.5,270,0.02,0.06,0.001,1.28
4773.43,5448,4260.5,270,0.02,0.05,0.001,1.12
4776.96,5444.47,4260.5,330,0.03,0.08,0.001,1.16
4780.5,5440.93,4260.5,63,0.03,0.11,0.001,1.24
4784.04,5437.39,4260.5,63,0.04,0.11,0.001,1.45
4787.57,5433.86,4260.5,63,0.05,0.08,0.001,1.97
4791.11,5430.32,4260.5,63,0.05,0.06,0.001,1.65
4794.64,5426.79,4260.5,63,0.04,0.05,0.001,1.53
4798.18,5423.25,4260.5,63,0.01,0.06,0.001,1.75
4575.44,5653.06,4260.5,2,0.08,0.18,0.003,3.32
4578.97,5649.53,4260.5,2,0.08,0.18,0.004,3.27
4582.51,5645.99,4260.5,2,0.08,0.18,0.004,2.44
4586.05,5642.46,4260.5,2,0.07,0.17,0.006,2.28
4589.58,5638.92,4260.5,2,0.06,0.16,0.005,2.87
4709.79,5518.71,4260.5,355,0.02,0.23,0.001,1.9
4713.32,5515.18,4260.5,355,0.03,0.2,0.001,2.03
4716.86,5511.64,4260.5,355,0.02,0.16,0.001,2.09
4720.4,5508.11,4260.5,87,0.03,0.17,0.001,2.08
4723.93,5504.57,4260.5,87,0.03,0.13,0.002,2.13
4727.47,5501.03,4260.5,87,0.03,0.1,0.001,2.1
4731,5497.5,4260.5,87,0.03,0.07,0.001,1.85
4734.54,5493.96,4260.5,270,0.04,0.07,0.001,1.78
4738.07,5490.43,4260.5,270,0.04,0.06,0.001,1.66
4741.61,5486.89,4260.5,270,0.04,0.06,0.001,1.67
4745.14,5483.36,4260.5,270,0.02,0.06,0.001,1.93
4748.68,5479.82,4260.5,270,0.03,0.08,0.001,2.1
4752.22,5476.29,4260.5,270,0.03,0.08,0.001,1.85
4755.75,5472.75,4260.5,270,0.02,0.1,0.001,1.96
4759.29,5469.21,4260.5,270,0.02,0.09,0.001,1.36
4762.82,5465.68,4260.5,270,0.01,0.03,0.001,1.02
4766.36,5462.14,4260.5,270,0.01,0.03,0.001,1.23
4769.89,5458.61,4260.5,270,0.02,0.05,0.001,1.37
4773.43,5455.07,4260.5,270,0.02,0.05,0.001,1.26
4776.96,5451.54,4260.5,270,0.02,0.05,0.001,1.08
4780.5,5448,4260.5,63,0.03,0.1,0.001,1.19
4784.04,5444.47,4260.5,63,0.05,0.13,0.001,1.2
4787.57,5440.93,4260.5,63,0.05,0.09,0.001,1.58
4791.11,5437.39,4260.5,63,0.06,0.07,0.001,2.24
4794.64,5433.86,4260.5,63,0.05,0.04,0.001,1.92
4798.18,5430.32,4260.5,63,0.03,0.04,0.001,1.53
4801.71,5426.79,4260.5,63,0.01,0.09,0.001,1.58
4575.44,5660.13,4260.5,2,0.08,0.33,0.003,3.71
4578.97,5656.6,4260.5,2,0.08,0.29,0.003,3.34
4582.51,5653.06,4260.5,2,0.09,0.25,0.005,3.41
4586.05,5649.53,4260.5,2,0.08,0.23,0.006,3.07
4589.58,5645.99,4260.5,2,0.07,0.21,0.01,2.51
4713.32,5522.25,4260.5,355,0.03,0.22,0.001,2.17
4716.86,5518.71,4260.5,355,0.03,0.23,0.001,2.11
